From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A812WVW5	A0A812WVW5	unreviewed	A0A812WVW5_9DINO	Uncharacterized protein	SNEC2469_LOCUS19955	Symbiodinium necroappetens	1438
UniRef50_A0A812WWJ6	A0A812WWJ6	unreviewed	A0A812WWJ6_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS34910	Symbiodinium sp. CCMP2592	3554
UniRef50_A0A812WWT7	A0A812WWT7	unreviewed	A0A812WWT7_SYMPI	Uncharacterized protein	SPIL2461_LOCUS19302	Symbiodinium pilosum (Dinoflagellate)	696
UniRef50_A0A812WWV3	A0A812WWV3	unreviewed	A0A812WWV3_9DINO	TyrP-A protein	tyrP-A SNEC2469_LOCUS20346	Symbiodinium necroappetens	957
UniRef50_A0A812WWZ4	A0A812WWZ4	unreviewed	A0A812WWZ4_9DINO	Peptidase A2 domain-containing protein	SNEC2469_LOCUS20401	Symbiodinium necroappetens	1666
UniRef50_A0A812WWZ9	A0A812WWZ9	unreviewed	A0A812WWZ9_9DINO	Bath-42 protein	bath-42 SLIN2456_LOCUS24728	Symbiodinium sp. CCMP2456	208
UniRef50_A0A812WX30	A0A812WX30	unreviewed	A0A812WX30_SYMMI	Probable RuBisCO transcriptional regulator	yafC SMIC04503_LOCUS22477	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	309
UniRef50_A0A812WX59	A0A1Q9CYK2	unreviewed	A0A1Q9CYK2_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene30734	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1180
UniRef50_A0A812WX59	A0A812WX59	unreviewed	A0A812WX59_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	STRI2592_LOCUS34414	Symbiodinium sp. CCMP2592	1128
UniRef50_A0A812WXA5	A0A812WXA5	unreviewed	A0A812WXA5_9DINO	GIP protein	GIP STRI2592_LOCUS34597	Symbiodinium sp. CCMP2592	1487
UniRef50_A0A812WXA7	A0A812WXA7	unreviewed	A0A812WXA7_9DINO	ScrFIAM protein	scrFIAM STRI2592_LOCUS19163 STRI2592_LOCUS35247	Symbiodinium sp. CCMP2592	209
UniRef50_A0A812WY06	A0A812WY06	unreviewed	A0A812WY06_9DINO	TetA protein	tetA SNEC2469_LOCUS19923	Symbiodinium necroappetens	279
UniRef50_A0A812WY35	A0A812WY35	unreviewed	A0A812WY35_SYMPI	YqiK protein	yqiK SPIL2461_LOCUS19876	Symbiodinium pilosum (Dinoflagellate)	1108
UniRef50_A0A812WY39	A0A812WY39	unreviewed	A0A812WY39_SYMMI	glutaminase (EC 3.5.1.2)	menB SMIC04503_LOCUS22976	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	564
UniRef50_A0A812WY72	A0A812WY72	unreviewed	A0A812WY72_9DINO	Ent1 protein	ent1 SNEC2469_LOCUS19932	Symbiodinium necroappetens	1162
UniRef50_A0A812WY72	A0A1Q9CZJ6	unreviewed	A0A1Q9CZJ6_SYMMI	Epsin-1	ent1 AK812_SmicGene30327	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1310
UniRef50_A0A812WY94	A0A812WY94	unreviewed	A0A812WY94_SYMPI	Uncharacterized protein	SPIL2461_LOCUS20083	Symbiodinium pilosum (Dinoflagellate)	1013
UniRef50_A0A812WYR1	A0A812MPD0	unreviewed	A0A812MPD0_9DINO	Uncharacterized protein	STRI2592_LOCUS15093	Symbiodinium sp. CCMP2592	535
UniRef50_A0A812WYR1	A0A812WYR1	unreviewed	A0A812WYR1_9DINO	Uncharacterized protein	STRI2592_LOCUS34738	Symbiodinium sp. CCMP2592	548
UniRef50_A0A812WZ29	A0A812J0B5	unreviewed	A0A812J0B5_9DINO	Reverse transcriptase domain-containing protein	SLIN2456_LOCUS2740	Symbiodinium sp. CCMP2456	1445
UniRef50_A0A812WZ29	A0A812WZ29	unreviewed	A0A812WZ29_9DINO	Reverse transcriptase domain-containing protein	SNEC2469_LOCUS19984	Symbiodinium necroappetens	1208
UniRef50_A0A812WZH1	A0A812LAB4	unreviewed	A0A812LAB4_9DINO	PARP14 protein	PARP14 SNEC2469_LOCUS4424	Symbiodinium necroappetens	55
UniRef50_A0A812WZH1	A0A812GWA7	unreviewed	A0A812GWA7_9DINO	RE1 protein	RE1 SMICCKB8_LOCUS485	Symbiodinium sp. KB8	2731
UniRef50_A0A812WZH1	A0A812WZH1	unreviewed	A0A812WZH1_9DINO	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	RE1 SMICCKB8_LOCUS19306	Symbiodinium sp. KB8	3323
UniRef50_A0A812WZH1	A0A1Q9F083	unreviewed	A0A1Q9F083_SYMMI	Calmodulin	TY4B-J AK812_SmicGene2903	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3047
UniRef50_A0A812WZH1	A0A812R2B8	unreviewed	A0A812R2B8_SYMMI	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	RE1 SMIC04503_LOCUS12150	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3320
UniRef50_A0A812WZH1	A0A813AU64	unreviewed	A0A813AU64_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS34178	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2628
UniRef50_A0A812WZH1	A0A812SQ36	unreviewed	A0A812SQ36_9DINO	RE2 protein	RE2 STRI2592_LOCUS25628	Symbiodinium sp. CCMP2592	2679
UniRef50_A0A812WZH1	A0A812V0T8	unreviewed	A0A812V0T8_9DINO	RE1 protein	RE1 STRI2592_LOCUS30045	Symbiodinium sp. CCMP2592	2762
UniRef50_A0A812WZI9	A0A812WZI9	unreviewed	A0A812WZI9_SYMPI	DNA-directed RNA polymerase	SPIL2461_LOCUS19976	Symbiodinium pilosum (Dinoflagellate)	887
UniRef50_A0A812WZJ3	A0A812WZJ3	unreviewed	A0A812WZJ3_SYMPI	Dnmt3c protein	Dnmt3c SPIL2461_LOCUS20335	Symbiodinium pilosum (Dinoflagellate)	939
UniRef50_A0A812WZL6	A0A812WZL6	unreviewed	A0A812WZL6_SYMPI	Ubiquitin-like domain-containing protein	SPIL2461_LOCUS20153	Symbiodinium pilosum (Dinoflagellate)	427
UniRef50_A0A812X070	A0A812X070	unreviewed	A0A812X070_9DINO	Uncharacterized protein	STRI2592_LOCUS34805	Symbiodinium sp. CCMP2592	468
UniRef50_A0A812X0P8	A0A812X0P8	unreviewed	A0A812X0P8_SYMMI	Usf protein	usf SMIC04503_LOCUS23359	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1146
UniRef50_A0A812X0Q8	A0A1Q9BYT7	unreviewed	A0A1Q9BYT7_SYMMI	Uncharacterized protein	AK812_SmicGene44295	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1705
UniRef50_A0A812X0Q8	A0A812SGX9	unreviewed	A0A812SGX9_SYMMI	Uncharacterized protein	SMIC04503_LOCUS14394	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1663
UniRef50_A0A812X0Q8	A0A813BEV7	unreviewed	A0A813BEV7_SYMMI	Uncharacterized protein	SMIC04503_LOCUS36997	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1588
UniRef50_A0A812X0Q8	A0A812X0Q8	unreviewed	A0A812X0Q8_9DINO	Uncharacterized protein	STRI2592_LOCUS34854	Symbiodinium sp. CCMP2592	1868
UniRef50_A0A812X0Q8	A0A812Y504	unreviewed	A0A812Y504_9DINO	Uncharacterized protein	STRI2592_LOCUS38437	Symbiodinium sp. CCMP2592	1913
UniRef50_A0A812X0T4	A0A812X0T4	unreviewed	A0A812X0T4_9DINO	AMY1.1 protein	AMY1.1 STRI2592_LOCUS35284	Symbiodinium sp. CCMP2592	3439
UniRef50_A0A812X161	A0A812X161	unreviewed	A0A812X161_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	STRI2592_LOCUS35447	Symbiodinium sp. CCMP2592	1711
UniRef50_A0A812X167	A0A812X167	unreviewed	A0A812X167_SYMMI	PpsC protein	ppsC SMIC04503_LOCUS22881	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1850
UniRef50_A0A812X167	A0A812RM07	unreviewed	A0A812RM07_9DINO	PpsD protein	ppsD STRI2592_LOCUS23808	Symbiodinium sp. CCMP2592	1576
UniRef50_A0A812X178	A0A812X178	unreviewed	A0A812X178_9DINO	Uncharacterized protein	SNEC2469_LOCUS20714	Symbiodinium necroappetens	172
UniRef50_A0A812X178	A0A1Q9EZ67	unreviewed	A0A1Q9EZ67_SYMMI	Uncharacterized protein	AK812_SmicGene3268 SMIC04503_LOCUS8595	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	157
UniRef50_A0A812X179	A0A812XMZ8	unreviewed	A0A812XMZ8_9DINO	Uncharacterized protein	SMICCKB8_LOCUS20257	Symbiodinium sp. KB8	2335
UniRef50_A0A812X179	A0A1Q9C2L4	unreviewed	A0A1Q9C2L4_SYMMI	Uncharacterized protein	AK812_SmicGene42825	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2189
UniRef50_A0A812X179	A0A812UTF3	unreviewed	A0A812UTF3_SYMMI	NaCP60E protein	NaCP60E SMIC04503_LOCUS19107	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2472
UniRef50_A0A812X179	A0A812X179	unreviewed	A0A812X179_SYMMI	ATP-dependent RNA helicase (EC 3.6.4.13)	DBP2 SMIC04503_LOCUS22884	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2619
UniRef50_A0A812X1B7	A0A812J0A9	unreviewed	A0A812J0A9_9DINO	Uncharacterized protein	SMICCKB8_LOCUS2616	Symbiodinium sp. KB8	2530
UniRef50_A0A812X1B7	A0A812X1B7	unreviewed	A0A812X1B7_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SMICCKB8_LOCUS19439	Symbiodinium sp. KB8	2705
UniRef50_A0A812X1E7	A0A812X1E7	unreviewed	A0A812X1E7_9DINO	Endonuclease/exonuclease/phosphatase domain-containing protein	STRI2592_LOCUS35819	Symbiodinium sp. CCMP2592	612
UniRef50_A0A812X1X6	A0A812X1X6	unreviewed	A0A812X1X6_9DINO	TPK5 protein	TPK5 SNEC2469_LOCUS20141	Symbiodinium necroappetens	1066
UniRef50_A0A812X2D7	A0A812X2D7	unreviewed	A0A812X2D7_9DINO	phosphopyruvate hydratase (EC 4.2.1.11)	ENO2 STRI2592_LOCUS35315	Symbiodinium sp. CCMP2592	1041
UniRef50_A0A812X2D9	A0A812X2D9	unreviewed	A0A812X2D9_9DINO	Integrase catalytic domain-containing protein	STRI2592_LOCUS34836	Symbiodinium sp. CCMP2592	1791
UniRef50_A0A812X2G0	A0A812X2G0	unreviewed	A0A812X2G0_9DINO	Reverse transcriptase domain-containing protein	SLIN2456_LOCUS25862	Symbiodinium sp. CCMP2456	1453
UniRef50_A0A812X2G0	A0A812V7Y8	unreviewed	A0A812V7Y8_9DINO	Reverse transcriptase domain-containing protein	SMICCKB8_LOCUS17377	Symbiodinium sp. KB8	1189
UniRef50_A0A812X2G0	A0A812RXH1	unreviewed	A0A812RXH1_SYMMI	Reverse transcriptase domain-containing protein	SMIC04503_LOCUS13768	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1177
UniRef50_A0A812X2H6	A0A812NTK5	unreviewed	A0A812NTK5_9DINO	Uncharacterized protein	STRI2592_LOCUS18094	Symbiodinium sp. CCMP2592	418
UniRef50_A0A812X2H6	A0A812RUN1	unreviewed	A0A812RUN1_9DINO	Uncharacterized protein	STRI2592_LOCUS24113	Symbiodinium sp. CCMP2592	362
UniRef50_A0A812X2H6	A0A812X2H6	unreviewed	A0A812X2H6_9DINO	Uncharacterized protein	STRI2592_LOCUS35405	Symbiodinium sp. CCMP2592	418
UniRef50_A0A812X2K9	A0A812X2K9	unreviewed	A0A812X2K9_SYMPI	CLV2 protein	CLV2 SPIL2461_LOCUS20326	Symbiodinium pilosum (Dinoflagellate)	1108
UniRef50_A0A812X2K9	A0A812IEX8	unreviewed	A0A812IEX8_9DINO	InlA protein	inlA STRI2592_LOCUS4106	Symbiodinium sp. CCMP2592	1179
UniRef50_A0A812X2K9	A0A812SV69	unreviewed	A0A812SV69_9DINO	ERECTA protein	ERECTA SNAT2548_LOCUS27586	Symbiodinium natans	1215
UniRef50_A0A812X355	A0A812X355	unreviewed	A0A812X355_SYMPI	C2H2-type domain-containing protein	SPIL2461_LOCUS20307	Symbiodinium pilosum (Dinoflagellate)	961
UniRef50_A0A812X383	A0A812X383	unreviewed	A0A812X383_9DINO	OOP protein	OOP STRI2592_LOCUS35255	Symbiodinium sp. CCMP2592	1115
UniRef50_A0A812X3I2	A0A812X3I2	unreviewed	A0A812X3I2_9DINO	Pol protein	Pol STRI2592_LOCUS35635	Symbiodinium sp. CCMP2592	2570
UniRef50_A0A812X3Q7	A0A812X3Q7	unreviewed	A0A812X3Q7_9DINO	ATP-grasp domain-containing protein	STRI2592_LOCUS35716	Symbiodinium sp. CCMP2592	699
UniRef50_A0A812X3X1	A0A812X3X1	unreviewed	A0A812X3X1_SYMPI	Fatty acid hydroxylase domain-containing protein	SPIL2461_LOCUS20181	Symbiodinium pilosum (Dinoflagellate)	191
UniRef50_A0A812X3Z0	A0A812X3Z0	unreviewed	A0A812X3Z0_9DINO	PUX7 protein	PUX7 STRI2592_LOCUS35085	Symbiodinium sp. CCMP2592	1277
UniRef50_A0A812X466	A0A812X466	unreviewed	A0A812X466_9DINO	Copia protein	SNEC2469_LOCUS20588	Symbiodinium necroappetens	2102
UniRef50_A0A812X479	A0A812X479	unreviewed	A0A812X479_9DINO	RNase H type-1 domain-containing protein	SMICCKB8_LOCUS19576	Symbiodinium sp. KB8	2770
UniRef50_A0A812X479	A0A812Z1L2	unreviewed	A0A812Z1L2_SYMMI	TyrP-A protein	tyrP-A SMIC04503_LOCUS27211	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3318
UniRef50_A0A812X4A4	A0A812X4A4	unreviewed	A0A812X4A4_9DINO	AbcF4 protein	abcF4 STRI2592_LOCUS35767	Symbiodinium sp. CCMP2592	3710
UniRef50_A0A812X4T7	A0A812UU44	unreviewed	A0A812UU44_9DINO	Uncharacterized protein	SNEC2469_LOCUS17051	Symbiodinium necroappetens	1017
UniRef50_A0A812X4T7	A0A812X4T7	unreviewed	A0A812X4T7_9DINO	Uncharacterized protein	SNEC2469_LOCUS20721	Symbiodinium necroappetens	1201
UniRef50_A0A812X534	A0A812X534	unreviewed	A0A812X534_9DINO	GIP protein	GIP SLIN2456_LOCUS25429	Symbiodinium sp. CCMP2456	2620
UniRef50_A0A812X5J2	A0A812ZTM7	unreviewed	A0A812ZTM7_9DINO	Copia protein	SNEC2469_LOCUS25237	Symbiodinium necroappetens	2646
UniRef50_A0A812X5J2	A0A812X5J2	unreviewed	A0A812X5J2_9DINO	Ubc9 protein	ubc9 STRI2592_LOCUS35665	Symbiodinium sp. CCMP2592	3206
UniRef50_A0A812X5N9	A0A812X5N9	unreviewed	A0A812X5N9_SYMPI	Wrap53 protein	Wrap53 SPIL2461_LOCUS20462	Symbiodinium pilosum (Dinoflagellate)	201
UniRef50_A0A812X5Q4	A0A812I2G6	unreviewed	A0A812I2G6_9DINO	Uncharacterized protein	STRI2592_LOCUS3210	Symbiodinium sp. CCMP2592	793
UniRef50_A0A812X5Q4	A0A812LCF9	unreviewed	A0A812LCF9_9DINO	Uncharacterized protein	STRI2592_LOCUS11005	Symbiodinium sp. CCMP2592	793
UniRef50_A0A812X5Q4	A0A812SQ89	unreviewed	A0A812SQ89_9DINO	Uncharacterized protein	STRI2592_LOCUS25811	Symbiodinium sp. CCMP2592	793
UniRef50_A0A812X5Q4	A0A812X5Q4	unreviewed	A0A812X5Q4_9DINO	Uncharacterized protein	STRI2592_LOCUS35886	Symbiodinium sp. CCMP2592	956
UniRef50_A0A812X5R2	A0A812X5R2	unreviewed	A0A812X5R2_9DINO	PotA protein	potA SMICCKB8_LOCUS19760	Symbiodinium sp. KB8	1214
UniRef50_A0A812X5U1	A0A812MQI9	unreviewed	A0A812MQI9_9DINO	Uncharacterized protein	SMICCKB8_LOCUS8674	Symbiodinium sp. KB8	1798
UniRef50_A0A812X5U1	A0A1Q9BZ04	unreviewed	A0A1Q9BZ04_SYMMI	Uncharacterized protein	AK812_SmicGene44225	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2059
UniRef50_A0A812X5U1	A0A812KPG6	unreviewed	A0A812KPG6_SYMMI	Uncharacterized protein	SMIC04503_LOCUS3656	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2101
UniRef50_A0A812X5U1	A0A812S337	unreviewed	A0A812S337_9DINO	Uncharacterized protein	STRI2592_LOCUS24483	Symbiodinium sp. CCMP2592	2359
UniRef50_A0A812X5U1	A0A812X5U1	unreviewed	A0A812X5U1_9DINO	Uncharacterized protein	STRI2592_LOCUS35428	Symbiodinium sp. CCMP2592	2418
UniRef50_A0A812X5X4	A0A812J513	unreviewed	A0A812J513_9DINO	Uncharacterized protein	SMICCKB8_LOCUS3025	Symbiodinium sp. KB8	1009
UniRef50_A0A812X5X4	A0A1Q9CMZ2	unreviewed	A0A1Q9CMZ2_SYMMI	Uncharacterized protein	AK812_SmicGene34908	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	858
UniRef50_A0A812X5X4	A0A812MTI5	unreviewed	A0A812MTI5_SYMMI	Uncharacterized protein	SMIC04503_LOCUS7209	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	478
UniRef50_A0A812X5X4	A0A812HZM2	unreviewed	A0A812HZM2_9DINO	Uncharacterized protein	STRI2592_LOCUS2708	Symbiodinium sp. CCMP2592	1022
UniRef50_A0A812X5X4	A0A812X5X4	unreviewed	A0A812X5X4_9DINO	Uncharacterized protein	STRI2592_LOCUS35321	Symbiodinium sp. CCMP2592	1158
UniRef50_A0A812X692	A0A812X692	unreviewed	A0A812X692_9DINO	Uncharacterized protein	SLIN2456_LOCUS25945	Symbiodinium sp. CCMP2456	679
UniRef50_A0A812X6G7	A0A812X6G7	unreviewed	A0A812X6G7_SYMMI	Uncharacterized protein	SMIC04503_LOCUS23639	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	300
UniRef50_A0A812X6U1	A0A812X6U1	unreviewed	A0A812X6U1_9DINO	NPH1 protein	NPH1 STRI2592_LOCUS35932	Symbiodinium sp. CCMP2592	837
UniRef50_A0A812X6U2	A0A812X6U2	unreviewed	A0A812X6U2_9DINO	C3H1-type domain-containing protein	STRI2592_LOCUS35280	Symbiodinium sp. CCMP2592	1556
UniRef50_A0A812X6Z2	A0A812X6Z2	unreviewed	A0A812X6Z2_9DINO	Tea3 protein	tea3 SNEC2469_LOCUS20784	Symbiodinium necroappetens	238
UniRef50_A0A812X720	A0A812NR27	unreviewed	A0A812NR27_9DINO	Catsper1 protein	Catsper1 SNEC2469_LOCUS7711	Symbiodinium necroappetens	1676
UniRef50_A0A812X720	A0A812UX86	unreviewed	A0A812UX86_SYMPI	Uncharacterized protein	SPIL2461_LOCUS16008	Symbiodinium pilosum (Dinoflagellate)	1760
UniRef50_A0A812X720	A0A812X720	unreviewed	A0A812X720_SYMPI	Fmt protein	fmt SPIL2461_LOCUS20548	Symbiodinium pilosum (Dinoflagellate)	2055
UniRef50_A0A812X739	A0A812PTZ5	unreviewed	A0A812PTZ5_9DINO	Integrase catalytic domain-containing protein	SMICCKB8_LOCUS11986	Symbiodinium sp. KB8	2292
UniRef50_A0A812X739	A0A813B0Q5	unreviewed	A0A813B0Q5_SYMMI	Integrase catalytic domain-containing protein	SMIC04503_LOCUS35197	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2249
UniRef50_A0A812X739	A0A812WEQ5	unreviewed	A0A812WEQ5_SYMPI	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	Dtwd2 SPIL2461_LOCUS18577	Symbiodinium pilosum (Dinoflagellate)	2475
UniRef50_A0A812X739	A0A812X739	unreviewed	A0A812X739_SYMPI	DRC4 protein	DRC4 SPIL2461_LOCUS20262	Symbiodinium pilosum (Dinoflagellate)	2862
UniRef50_A0A812X739	A0A812ZD75	unreviewed	A0A812ZD75_9DINO	GIP protein	GIP STRI2592_LOCUS42555	Symbiodinium sp. CCMP2592	2634
UniRef50_A0A812X7P2	A0A812X7P2	unreviewed	A0A812X7P2_9DINO	RNase H type-1 domain-containing protein	SNEC2469_LOCUS20739	Symbiodinium necroappetens	1178
UniRef50_A0A812X7W5	A0A812X7W5	unreviewed	A0A812X7W5_9DINO	Mok12 protein	mok12 SNEC2469_LOCUS20620	Symbiodinium necroappetens	674
UniRef50_A0A812X7Z4	A0A812X7Z4	unreviewed	A0A812X7Z4_SYMMI	GTP 3',8-cyclase (EC 4.1.99.22)	moaA SMIC04503_LOCUS23622	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3411
UniRef50_A0A812X808	A0A812X808	unreviewed	A0A812X808_9DINO	GIP protein	GIP SNEC2469_LOCUS20837	Symbiodinium necroappetens	1247
UniRef50_A0A812X824	A0A812X824	unreviewed	A0A812X824_9DINO	PgsA protein	pgsA STRI2592_LOCUS35781	Symbiodinium sp. CCMP2592	3497
UniRef50_A0A812X8A5	A0A812X8A5	unreviewed	A0A812X8A5_9DINO	Uncharacterized protein	SNEC2469_LOCUS21065	Symbiodinium necroappetens	1992
UniRef50_A0A812X8G8	A0A812X8G8	unreviewed	A0A812X8G8_9DINO	CRK3 protein	CRK3 SMICCKB8_LOCUS19620	Symbiodinium sp. KB8	2549
UniRef50_A0A812X8X7	A0A812X8X7	unreviewed	A0A812X8X7_SYMPI	Reverse transcriptase Ty1/copia-type domain-containing protein	SPIL2461_LOCUS20690	Symbiodinium pilosum (Dinoflagellate)	345
UniRef50_A0A812X8Y9	A0A812X8Y9	unreviewed	A0A812X8Y9_9DINO	Nipblb protein	nipblb SLIN2456_LOCUS26247	Symbiodinium sp. CCMP2456	504
UniRef50_A0A812X8Y9	A0A812Z8Z6	unreviewed	A0A812Z8Z6_9DINO	Nipblb protein	nipblb SNEC2469_LOCUS24197	Symbiodinium necroappetens	71
UniRef50_A0A812X974	A0A812X974	unreviewed	A0A812X974_SYMMI	Amidohydrolase-related domain-containing protein	SMIC04503_LOCUS23624	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	838
UniRef50_A0A812X986	A0A812X986	unreviewed	A0A812X986_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS35985	Symbiodinium sp. CCMP2592	2489
UniRef50_A0A812X9D3	A0A812X9D3	unreviewed	A0A812X9D3_9DINO	Calmodulin	pfs-2 SMICCKB8_LOCUS19869	Symbiodinium sp. KB8	1299
UniRef50_A0A812X9D3	A0A1Q9CX37	unreviewed	A0A1Q9CX37_SYMMI	Calmodulin	AK812_SmicGene31278	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1592
UniRef50_A0A812X9D3	A0A812NCB3	unreviewed	A0A812NCB3_SYMMI	Uncharacterized protein	SMIC04503_LOCUS7926	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	77
UniRef50_A0A812X9D3	A0A812P7M8	unreviewed	A0A812P7M8_SYMMI	Calmodulin	pfs-2 SMIC04503_LOCUS9335	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	778
UniRef50_A0A812X9D9	A0A812X9D9	unreviewed	A0A812X9D9_9DINO	RE1 protein	RE1 SMICCKB8_LOCUS19565	Symbiodinium sp. KB8	871
UniRef50_A0A812X9E7	A0A812X9E7	unreviewed	A0A812X9E7_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	STRI2592_LOCUS35737	Symbiodinium sp. CCMP2592	2090
UniRef50_A0A812X9E7	A0A812XKP2	unreviewed	A0A812XKP2_9DINO	RE2 protein	RE2 STRI2592_LOCUS36357	Symbiodinium sp. CCMP2592	2504
UniRef50_A0A812X9E7	A0A812ZPU4	unreviewed	A0A812ZPU4_9DINO	RE2 protein	RE2 STRI2592_LOCUS44107	Symbiodinium sp. CCMP2592	2029
UniRef50_A0A812X9G7	A0A812X9G7	unreviewed	A0A812X9G7_SYMPI	Uncharacterized protein	SPIL2461_LOCUS20975	Symbiodinium pilosum (Dinoflagellate)	176
UniRef50_A0A812X9P3	A0A812QK84	unreviewed	A0A812QK84_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS21395	Symbiodinium sp. CCMP2592	2995
UniRef50_A0A812X9P3	A0A812X9P3	unreviewed	A0A812X9P3_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS35765	Symbiodinium sp. CCMP2592	3269
UniRef50_A0A812X9V3	A0A812T8B5	unreviewed	A0A812T8B5_SYMPI	Uncharacterized protein	SPIL2461_LOCUS13639	Symbiodinium pilosum (Dinoflagellate)	188
UniRef50_A0A812X9V3	A0A812X9V3	unreviewed	A0A812X9V3_SYMPI	Uncharacterized protein	SPIL2461_LOCUS20195	Symbiodinium pilosum (Dinoflagellate)	196
UniRef50_A0A812XA13	A0A812WHK2	unreviewed	A0A812WHK2_9DINO	GIP protein	GIP STRI2592_LOCUS33631	Symbiodinium sp. CCMP2592	520
UniRef50_A0A812XA13	A0A812XA13	unreviewed	A0A812XA13_9DINO	GIP protein	GIP STRI2592_LOCUS36205	Symbiodinium sp. CCMP2592	639
UniRef50_A0A812XA22	A0A812XA22	unreviewed	A0A812XA22_9DINO	RE2 protein	RE2 STRI2592_LOCUS36207	Symbiodinium sp. CCMP2592	4743
UniRef50_A0A812XA32	A0A812XA32	unreviewed	A0A812XA32_9DINO	Uncharacterized protein	STRI2592_LOCUS36194	Symbiodinium sp. CCMP2592	3042
UniRef50_A0A812XA42	A0A812XA42	unreviewed	A0A812XA42_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS35804	Symbiodinium sp. CCMP2592	1038
UniRef50_A0A812XA82	A0A812XA82	unreviewed	A0A812XA82_9DINO	Tyr recombinase domain-containing protein	SMICCKB8_LOCUS19792	Symbiodinium sp. KB8	674
UniRef50_A0A812XA82	A0A1Q9D5A6	unreviewed	A0A1Q9D5A6_SYMMI	Tyr recombinase domain-containing protein	AK812_SmicGene28097	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	689
UniRef50_A0A812XA82	A0A812S1Z4	unreviewed	A0A812S1Z4_SYMMI	Tyr recombinase domain-containing protein	SMIC04503_LOCUS13831	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	674
UniRef50_A0A812XA82	A0A812Z755	unreviewed	A0A812Z755_9DINO	Uncharacterized protein	STRI2592_LOCUS42050	Symbiodinium sp. CCMP2592	721
UniRef50_A0A812XAA4	A0A812XAA4	unreviewed	A0A812XAA4_9DINO	PGA18 protein	PGA18 STRI2592_LOCUS36063	Symbiodinium sp. CCMP2592	1210
UniRef50_A0A812XAE5	A0A812HZW4	unreviewed	A0A812HZW4_9DINO	Uncharacterized protein	STRI2592_LOCUS2873	Symbiodinium sp. CCMP2592	596
UniRef50_A0A812XAE5	A0A812XAE5	unreviewed	A0A812XAE5_9DINO	Uncharacterized protein	STRI2592_LOCUS35829	Symbiodinium sp. CCMP2592	597
