From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A812XBM5	A0A812XBM5	unreviewed	A0A812XBM5_SYMMI	Integrase catalytic domain-containing protein	SMIC04503_LOCUS23766	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	367
UniRef50_A0A812XBN6	A0A812LG67	unreviewed	A0A812LG67_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS11251	Symbiodinium sp. CCMP2592	2861
UniRef50_A0A812XBN6	A0A812XBN6	unreviewed	A0A812XBN6_9DINO	Calmodulin	STRI2592_LOCUS36325	Symbiodinium sp. CCMP2592	3175
UniRef50_A0A812XD14	A0A812XD14	unreviewed	A0A812XD14_9DINO	Uncharacterized protein	SNEC2469_LOCUS20929	Symbiodinium necroappetens	519
UniRef50_A0A812XD47	A0A812XD47	unreviewed	A0A812XD47_9DINO	Uncharacterized protein	STRI2592_LOCUS36432	Symbiodinium sp. CCMP2592	436
UniRef50_A0A812XDH6	A0A812XDH6	unreviewed	A0A812XDH6_9DINO	RE2 protein	RE2 STRI2592_LOCUS36475	Symbiodinium sp. CCMP2592	1510
UniRef50_A0A812XDK2	A0A812XDK2	unreviewed	A0A812XDK2_9DINO	Dnajc2 protein	Dnajc2 SLIN2456_LOCUS26424	Symbiodinium sp. CCMP2456	317
UniRef50_A0A812XDK2	A0A812X4Z6	unreviewed	A0A812X4Z6_SYMPI	Dnajc2 protein	Dnajc2 SPIL2461_LOCUS20243	Symbiodinium pilosum (Dinoflagellate)	310
UniRef50_A0A812XDK2	A0A812QGI0	unreviewed	A0A812QGI0_9DINO	Dnajc2 protein	Dnajc2 STRI2592_LOCUS21340	Symbiodinium sp. CCMP2592	336
UniRef50_A0A812XDK2	A0A812GVS5	unreviewed	A0A812GVS5_9DINO	Dnajc2 protein	Dnajc2 SNAT2548_LOCUS797	Symbiodinium natans	344
UniRef50_A0A812XDY5	A0A812XDY5	unreviewed	A0A812XDY5_9DINO	RNase H type-1 domain-containing protein	SNEC2469_LOCUS20975	Symbiodinium necroappetens	371
UniRef50_A0A812XE49	A0A812XE49	unreviewed	A0A812XE49_9DINO	ANK1 protein	ANK1 SNEC2469_LOCUS21043	Symbiodinium necroappetens	110
UniRef50_A0A812XE52	A0A812XE52	unreviewed	A0A812XE52_9DINO	Uncharacterized protein	STRI2592_LOCUS36505	Symbiodinium sp. CCMP2592	715
UniRef50_A0A812XE68	A0A812XE68	unreviewed	A0A812XE68_9DINO	Uncharacterized protein	STRI2592_LOCUS36528	Symbiodinium sp. CCMP2592	473
UniRef50_A0A812XEF0	A0A812XEF0	unreviewed	A0A812XEF0_9DINO	Apple domain-containing protein	STRI2592_LOCUS36529	Symbiodinium sp. CCMP2592	1872
UniRef50_A0A812XEV9	A0A812XEV9	unreviewed	A0A812XEV9_9DINO	RNase H type-1 domain-containing protein	SLIN2456_LOCUS26649	Symbiodinium sp. CCMP2456	2644
UniRef50_A0A812XEV9	A0A812XPB2	unreviewed	A0A812XPB2_9DINO	Pol protein	Pol SLIN2456_LOCUS27592	Symbiodinium sp. CCMP2456	2336
UniRef50_A0A812XEY1	A0A812S6Q4	unreviewed	A0A812S6Q4_9DINO	DDE-1 domain-containing protein	STRI2592_LOCUS24759	Symbiodinium sp. CCMP2592	401
UniRef50_A0A812XEY1	A0A812X6Y4	unreviewed	A0A812X6Y4_9DINO	DDE-1 domain-containing protein	STRI2592_LOCUS35977	Symbiodinium sp. CCMP2592	399
UniRef50_A0A812XEY1	A0A812XEY1	unreviewed	A0A812XEY1_9DINO	DDE-1 domain-containing protein	STRI2592_LOCUS36177	Symbiodinium sp. CCMP2592	493
UniRef50_A0A812XEZ6	A0A812XEZ6	unreviewed	A0A812XEZ6_9DINO	NLRC3 protein	NLRC3 SLIN2456_LOCUS26435	Symbiodinium sp. CCMP2456	1089
UniRef50_A0A812XFK6	A0A812XFK6	unreviewed	A0A812XFK6_SYMMI	Probable transcriptional regulator ycf27 (EC 2.7.13.3) (OmpR-like protein)	pilY1 SMIC04503_LOCUS24178	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2919
UniRef50_A0A812XFN7	A0A812XFN7	unreviewed	A0A812XFN7_SYMMI	DNA polymerase kappa (EC 2.7.7.7) (Transcript cleavage factor GreA) (Transcription elongation factor GreA)	dinB SMIC04503_LOCUS24186	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	771
UniRef50_A0A812XFX7	A0A812XFX7	unreviewed	A0A812XFX7_SYMMI	ClpB protein	clpB SMIC04503_LOCUS24176	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1350
UniRef50_A0A812XG04	A0A812XG04	unreviewed	A0A812XG04_SYMMI	leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase)	leuS SMIC04503_LOCUS24181	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1997
UniRef50_A0A812XG09	A0A812XG09	unreviewed	A0A812XG09_SYMMI	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	aceE SMIC04503_LOCUS24189	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1921
UniRef50_A0A812XG10	A0A812XG10	unreviewed	A0A812XG10_SYMMI	enoyl-CoA hydratase (EC 4.2.1.17)	ehhadh SMIC04503_LOCUS24217	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2119
UniRef50_A0A812XG81	A0A812XG81	unreviewed	A0A812XG81_SYMMI	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	acsA2 SMIC04503_LOCUS24207	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1741
UniRef50_A0A812XG95	A0A812XG95	unreviewed	A0A812XG95_SYMMI	Magnesium transporter MgtE	SMIC04503_LOCUS24204	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1241
UniRef50_A0A812XGI3	A0A812XGI3	unreviewed	A0A812XGI3_9DINO	Pol protein	pol SNEC2469_LOCUS20843	Symbiodinium necroappetens	784
UniRef50_A0A812XGI3	A0A812Y694	unreviewed	A0A812Y694_9DINO	CCHC-type domain-containing protein	SMICCKB8_LOCUS20836	Symbiodinium sp. KB8	875
UniRef50_A0A812XGK5	A0A812XGK5	unreviewed	A0A812XGK5_9DINO	Uncharacterized protein	STRI2592_LOCUS36306	Symbiodinium sp. CCMP2592	781
UniRef50_A0A812XGQ1	A0A812XGQ1	unreviewed	A0A812XGQ1_SYMMI	CutM protein	cutM SMIC04503_LOCUS24245	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	929
UniRef50_A0A812XGX1	A0A812XGX1	unreviewed	A0A812XGX1_SYMMI	PdxJ protein	pdxJ SMIC04503_LOCUS24259	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	803
UniRef50_A0A812XGZ8	A0A812XGZ8	unreviewed	A0A812XGZ8_SYMMI	biotin carboxylase (EC 6.3.4.14)	accC SMIC04503_LOCUS24270	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1354
UniRef50_A0A812XHB9	A0A812XHB9	unreviewed	A0A812XHB9_9DINO	TY5A protein	TY5A SNEC2469_LOCUS21130	Symbiodinium necroappetens	1493
UniRef50_A0A812XHE5	A0A812XHE5	unreviewed	A0A812XHE5_SYMPI	C3H1-type domain-containing protein	SPIL2461_LOCUS21473	Symbiodinium pilosum (Dinoflagellate)	1898
UniRef50_A0A812XHH4	A0A812XHH4	unreviewed	A0A812XHH4_9DINO	CofG protein	cofG SNEC2469_LOCUS21137	Symbiodinium necroappetens	356
UniRef50_A0A812XHH5	A0A813BSM1	unreviewed	A0A813BSM1_9DINO	RNase H type-1 domain-containing protein	SNEC2469_LOCUS31124	Symbiodinium necroappetens	2797
UniRef50_A0A812XHH5	A0A812NSD6	unreviewed	A0A812NSD6_SYMPI	Uncharacterized protein	SPIL2461_LOCUS7431	Symbiodinium pilosum (Dinoflagellate)	3015
UniRef50_A0A812XHH5	A0A812XHH5	unreviewed	A0A812XHH5_SYMPI	Uncharacterized protein	SPIL2461_LOCUS21081	Symbiodinium pilosum (Dinoflagellate)	3026
UniRef50_A0A812XHJ5	A0A812XHJ5	unreviewed	A0A812XHJ5_9DINO	Copia protein	STRI2592_LOCUS36627	Symbiodinium sp. CCMP2592	1550
UniRef50_A0A812XHN7	A0A812XHN7	unreviewed	A0A812XHN7_9DINO	Uncharacterized protein	SLIN2456_LOCUS26693	Symbiodinium sp. CCMP2456	767
UniRef50_A0A812XID2	A0A812XID2	unreviewed	A0A812XID2_SYMMI	YwrD protein	ywrD SMIC04503_LOCUS24247	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2830
UniRef50_A0A812XIK1	A0A812XIK1	unreviewed	A0A812XIK1_SYMMI	ACADL protein	ACADL SMIC04503_LOCUS24264	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	752
UniRef50_A0A812XIM2	A0A812XIM2	unreviewed	A0A812XIM2_SYMMI	ManB protein	manB SMIC04503_LOCUS24268	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	705
UniRef50_A0A812XIP3	A0A812XIP3	unreviewed	A0A812XIP3_SYMMI	Protein ApaG (EC 3.6.1.41) (EC 4.2.1.17) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	lptD SMIC04503_LOCUS24273	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3775
UniRef50_A0A812XIV0	A0A812SAR2	unreviewed	A0A812SAR2_9DINO	BspA family leucine-rich repeat surface protein	SNEC2469_LOCUS13417	Symbiodinium necroappetens	99
UniRef50_A0A812XIV0	A0A812XIV0	unreviewed	A0A812XIV0_9DINO	Apple domain-containing protein	SMICCKB8_LOCUS20426	Symbiodinium sp. KB8	1029
UniRef50_A0A812XIV0	A0A812J9G9	unreviewed	A0A812J9G9_SYMMI	BspA family leucine-rich repeat surface protein	SMIC04503_LOCUS1257	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	99
UniRef50_A0A812XIW4	A0A812XIW4	unreviewed	A0A812XIW4_SYMPI	TRPT1 protein	TRPT1 SPIL2461_LOCUS20962	Symbiodinium pilosum (Dinoflagellate)	689
UniRef50_A0A812XIY3	A0A812XIY3	unreviewed	A0A812XIY3_SYMMI	magnesium chelatase (EC 6.6.1.1)	yeaC SMIC04503_LOCUS24073	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	858
UniRef50_A0A812XIZ8	A0A812XIZ8	unreviewed	A0A812XIZ8_9DINO	ACAD11 protein	ACAD11 SMICCKB8_LOCUS20213	Symbiodinium sp. KB8	1127
UniRef50_A0A812XJ51	A0A812XJ51	unreviewed	A0A812XJ51_SYMPI	GDCSH protein	GDCSH SPIL2461_LOCUS20979	Symbiodinium pilosum (Dinoflagellate)	1023
UniRef50_A0A812XJP1	A0A812XJP1	unreviewed	A0A812XJP1_9DINO	RfbB1 protein	rfbB1 SNEC2469_LOCUS21388	Symbiodinium necroappetens	2284
UniRef50_A0A812XJQ1	A0A812XJQ1	unreviewed	A0A812XJQ1_9DINO	AP2/ERF domain-containing protein	SMICCKB8_LOCUS20455	Symbiodinium sp. KB8	328
UniRef50_A0A812XJQ5	A0A812XJQ5	unreviewed	A0A812XJQ5_9DINO	Uncharacterized protein	SLIN2456_LOCUS26744	Symbiodinium sp. CCMP2456	201
UniRef50_A0A812XJQ5	A0A812XZ34	unreviewed	A0A812XZ34_9DINO	Uncharacterized protein	SMICCKB8_LOCUS20476	Symbiodinium sp. KB8	188
UniRef50_A0A812XJQ5	A0A812N7R9	unreviewed	A0A812N7R9_SYMMI	Uncharacterized protein	SMIC04503_LOCUS7259	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	188
UniRef50_A0A812XJT1	A0A812XJT1	unreviewed	A0A812XJT1_SYMMI	Uncharacterized protein	SMIC04503_LOCUS23974	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2022
UniRef50_A0A812XKG4	A0A812XKG4	unreviewed	A0A812XKG4_9DINO	cysteine desulfurase (EC 2.8.1.7)	SNEC2469_LOCUS21411	Symbiodinium necroappetens	3077
UniRef50_A0A812XKJ1	A0A812XKJ1	unreviewed	A0A812XKJ1_SYMPI	Integrase catalytic domain-containing protein	SPIL2461_LOCUS21057	Symbiodinium pilosum (Dinoflagellate)	3090
UniRef50_A0A812XKK5	A0A812XKK5	unreviewed	A0A812XKK5_9DINO	phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21)	SNEC2469_LOCUS21431	Symbiodinium necroappetens	1071
UniRef50_A0A812XL15	A0A812XL15	unreviewed	A0A812XL15_9DINO	C3H1-type domain-containing protein	STRI2592_LOCUS37454	Symbiodinium sp. CCMP2592	1330
UniRef50_A0A812XLB4	A0A812XLB4	unreviewed	A0A812XLB4_9DINO	Uncharacterized protein	STRI2592_LOCUS36416	Symbiodinium sp. CCMP2592	228
UniRef50_A0A812XLP9	A0A812XLP9	unreviewed	A0A812XLP9_SYMMI	PRXIIE-1 protein	PRXIIE-1 SMIC04503_LOCUS24255	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	347
UniRef50_A0A812XLW3	A0A812XLW3	unreviewed	A0A812XLW3_SYMMI	LinB protein	linB SMIC04503_LOCUS24263	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	765
UniRef50_A0A812XM44	A0A812XM44	unreviewed	A0A812XM44_SYMPI	Protein kinase domain-containing protein	SPIL2461_LOCUS20956	Symbiodinium pilosum (Dinoflagellate)	566
UniRef50_A0A812XMX7	A0A812XMX7	unreviewed	A0A812XMX7_9DINO	Uncharacterized protein	SNEC2469_LOCUS21386	Symbiodinium necroappetens	628
UniRef50_A0A812XN25	A0A812V114	unreviewed	A0A812V114_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SMICCKB8_LOCUS17115	Symbiodinium sp. KB8	2341
UniRef50_A0A812XN25	A0A812XN25	unreviewed	A0A812XN25_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	STRI2592_LOCUS37211	Symbiodinium sp. CCMP2592	2875
UniRef50_A0A812XND9	A0A812XND9	unreviewed	A0A812XND9_SYMMI	FadA protein	fadA SMIC04503_LOCUS24215	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1108
UniRef50_A0A812XNE8	A0A813AED6	unreviewed	A0A813AED6_9DINO	Uncharacterized protein	SNEC2469_LOCUS27428	Symbiodinium necroappetens	800
UniRef50_A0A812XNE8	A0A812XNE8	unreviewed	A0A812XNE8_9DINO	Uncharacterized protein	STRI2592_LOCUS37200	Symbiodinium sp. CCMP2592	674
UniRef50_A0A812XNH5	A0A813AR59	unreviewed	A0A813AR59_9DINO	CPK2 protein	CPK2 SNEC2469_LOCUS28431	Symbiodinium necroappetens	520
UniRef50_A0A812XNH5	A0A812XNH5	unreviewed	A0A812XNH5_9DINO	Non-specific serine/threonine protein kinase	SMICCKB8_LOCUS20109	Symbiodinium sp. KB8	634
UniRef50_A0A812XNH5	A0A812KQ28	unreviewed	A0A812KQ28_SYMMI	Non-specific serine/threonine protein kinase	SMIC04503_LOCUS3749	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	634
UniRef50_A0A812XNK5	A0A1Q9EU04	unreviewed	A0A1Q9EU04_SYMMI	DNA annealing helicase and endonuclease ZRANB3	ZRANB3 AK812_SmicGene5362	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1389
UniRef50_A0A812XNK5	A0A812XNK5	unreviewed	A0A812XNK5_SYMMI	Zranb3 protein	Zranb3 SMIC04503_LOCUS24536	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1668
UniRef50_A0A812XNP4	A0A812XNP4	unreviewed	A0A812XNP4_9DINO	Uncharacterized protein	STRI2592_LOCUS37260	Symbiodinium sp. CCMP2592	807
UniRef50_A0A812XNR1	A0A812XNR1	unreviewed	A0A812XNR1_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS37021	Symbiodinium sp. CCMP2592	878
UniRef50_A0A812XNY1	A0A812XNY1	unreviewed	A0A812XNY1_9DINO	C3H1-type domain-containing protein	SLIN2456_LOCUS27566	Symbiodinium sp. CCMP2456	523
UniRef50_A0A812XP97	A0A812XP97	unreviewed	A0A812XP97_SYMMI	SerC protein	serC SMIC04503_LOCUS24185	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	754
UniRef50_A0A812XPG3	A0A812XPG3	unreviewed	A0A812XPG3_9DINO	RE2 protein	RE2 STRI2592_LOCUS37308	Symbiodinium sp. CCMP2592	1328
UniRef50_A0A812XPG3	A0A812ZIT2	unreviewed	A0A812ZIT2_9DINO	RE2 protein	RE2 STRI2592_LOCUS43030	Symbiodinium sp. CCMP2592	1308
UniRef50_A0A812XPJ1	A0A812XPJ1	unreviewed	A0A812XPJ1_SYMMI	SelB protein	selB SMIC04503_LOCUS24210	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1945
UniRef50_A0A812XQ90	A0A812XQ90	unreviewed	A0A812XQ90_9DINO	Dnc protein	dnc SLIN2456_LOCUS27182	Symbiodinium sp. CCMP2456	1829
UniRef50_A0A812XQ90	A0A812Q2M2	unreviewed	A0A812Q2M2_9DINO	Uncharacterized protein	SMICCKB8_LOCUS11854	Symbiodinium sp. KB8	1911
UniRef50_A0A812XQ90	A0A812NS50	unreviewed	A0A812NS50_SYMMI	Uncharacterized protein	SMIC04503_LOCUS8971	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1889
UniRef50_A0A812XQB6	A0A812XQB6	unreviewed	A0A812XQB6_9DINO	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodA STRI2592_LOCUS37771	Symbiodinium sp. CCMP2592	562
UniRef50_A0A812XQH8	A0A812XQH8	unreviewed	A0A812XQH8_9DINO	Integrase catalytic domain-containing protein	SMICCKB8_LOCUS20140	Symbiodinium sp. KB8	658
UniRef50_A0A812XQK0	A0A812XQK0	unreviewed	A0A812XQK0_9DINO	ZCCHC13 protein	ZCCHC13 STRI2592_LOCUS37391	Symbiodinium sp. CCMP2592	3902
UniRef50_A0A812XQK0	A0A812ZPV0	unreviewed	A0A812ZPV0_9DINO	Integrase catalytic domain-containing protein	STRI2592_LOCUS44133	Symbiodinium sp. CCMP2592	3575
UniRef50_A0A812XRD0	A0A812IVG1	unreviewed	A0A812IVG1_9DINO	C3H1-type domain-containing protein	SLIN2456_LOCUS2542	Symbiodinium sp. CCMP2456	1036
UniRef50_A0A812XRD0	A0A812XRD0	unreviewed	A0A812XRD0_9DINO	GIP protein	GIP SLIN2456_LOCUS27341	Symbiodinium sp. CCMP2456	1041
UniRef50_A0A812XRI1	A0A812XRI1	unreviewed	A0A812XRI1_SYMPI	CSC1/OSCA1-like 7TM region domain-containing protein	SPIL2461_LOCUS21505	Symbiodinium pilosum (Dinoflagellate)	359
UniRef50_A0A812XRI6	A0A812XRI6	unreviewed	A0A812XRI6_9DINO	Mdn1 protein	mdn1 STRI2592_LOCUS37101	Symbiodinium sp. CCMP2592	1237
UniRef50_A0A812XRZ1	A0A812XRZ1	unreviewed	A0A812XRZ1_9DINO	Methyltransferase FkbM domain-containing protein	SLIN2456_LOCUS27768	Symbiodinium sp. CCMP2456	445
UniRef50_A0A812XRZ1	A0A812RGQ6	unreviewed	A0A812RGQ6_9DINO	Subtilisin	SMICCKB8_LOCUS13991	Symbiodinium sp. KB8	364
UniRef50_A0A812XS12	A0A812XS12	unreviewed	A0A812XS12_9DINO	B-block binding subunit of TFIIIC domain-containing protein	STRI2592_LOCUS37456	Symbiodinium sp. CCMP2592	770
UniRef50_A0A812XSD7	A0A812V5T8	unreviewed	A0A812V5T8_9DINO	Caskin1 protein	Caskin1 SNEC2469_LOCUS17193	Symbiodinium necroappetens	166
UniRef50_A0A812XSD7	A0A813A1T6	unreviewed	A0A813A1T6_9DINO	Calmodulin	ANK2 SMICCKB8_LOCUS24059	Symbiodinium sp. KB8	2589
UniRef50_A0A812XSD7	A0A812LE51	unreviewed	A0A812LE51_SYMMI	Calmodulin	ANK2 SMIC04503_LOCUS4990	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2712
UniRef50_A0A812XSD7	A0A812XSD7	unreviewed	A0A812XSD7_9DINO	Calmodulin	ANK3 STRI2592_LOCUS37182	Symbiodinium sp. CCMP2592	3181
UniRef50_A0A812XSQ8	A0A812XSQ8	unreviewed	A0A812XSQ8_9DINO	Anaphase-promoting complex subunit 1	SMICCKB8_LOCUS20563	Symbiodinium sp. KB8	652
UniRef50_A0A812XSQ8	A0A812SXX5	unreviewed	A0A812SXX5_SYMMI	Uncharacterized protein	SMIC04503_LOCUS15299	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	682
UniRef50_A0A812XSX9	A0A812XSX9	unreviewed	A0A812XSX9_9DINO	RE1 protein	RE1 SLIN2456_LOCUS27361	Symbiodinium sp. CCMP2456	2920
UniRef50_A0A812XTA0	A0A812XTA0	unreviewed	A0A812XTA0_9DINO	Mcd protein	mcd SNEC2469_LOCUS21387	Symbiodinium necroappetens	772
UniRef50_A0A812XTL7	A0A812XTL7	unreviewed	A0A812XTL7_9DINO	Luciferase-like domain-containing protein	SNEC2469_LOCUS21414	Symbiodinium necroappetens	662
UniRef50_A0A812XTL7	A0A812S210	unreviewed	A0A812S210_SYMPI	Luciferase-like domain-containing protein	SPIL2461_LOCUS11476	Symbiodinium pilosum (Dinoflagellate)	656
UniRef50_A0A812XTN5	A0A812XTN5	unreviewed	A0A812XTN5_9DINO	OadA1 protein	oadA1 SNEC2469_LOCUS21418	Symbiodinium necroappetens	964
UniRef50_A0A812XTN5	A0A812RY87	unreviewed	A0A812RY87_SYMPI	OadA1 protein	oadA1 SPIL2461_LOCUS11474	Symbiodinium pilosum (Dinoflagellate)	954
UniRef50_A0A812XTP9	A0A812XTP9	unreviewed	A0A812XTP9_9DINO	ClpC protein	clpC STRI2592_LOCUS37237	Symbiodinium sp. CCMP2592	1442
UniRef50_A0A812XUK9	A0A812XUK9	unreviewed	A0A812XUK9_9DINO	Soj protein	soj SMICCKB8_LOCUS20627	Symbiodinium sp. KB8	557
UniRef50_A0A812XUL3	A0A812UQH5	unreviewed	A0A812UQH5_9DINO	Uncharacterized protein	SNEC2469_LOCUS16826	Symbiodinium necroappetens	509
UniRef50_A0A812XUL3	A0A812XUL3	unreviewed	A0A812XUL3_9DINO	Myb-like domain-containing protein	SNEC2469_LOCUS21638	Symbiodinium necroappetens	547
UniRef50_A0A812XUL3	A0A812QHZ5	unreviewed	A0A812QHZ5_9DINO	Uncharacterized protein	STRI2592_LOCUS20837	Symbiodinium sp. CCMP2592	549
UniRef50_A0A812XUL3	A0A812QI33	unreviewed	A0A812QI33_9DINO	Myb-like domain-containing protein	STRI2592_LOCUS20833	Symbiodinium sp. CCMP2592	570
UniRef50_A0A812XUU6	A0A812XUU6	unreviewed	A0A812XUU6_9DINO	Integrase catalytic domain-containing protein	SMICCKB8_LOCUS20641	Symbiodinium sp. KB8	676
UniRef50_A0A812XV58	A0A812XV58	unreviewed	A0A812XV58_9DINO	MoaB/Mog domain-containing protein	SMICCKB8_LOCUS20643	Symbiodinium sp. KB8	1164
UniRef50_A0A812XVS8	A0A812XVS8	unreviewed	A0A812XVS8_9DINO	Uncharacterized protein	SMICCKB8_LOCUS20846	Symbiodinium sp. KB8	715
UniRef50_A0A812XVS8	A0A812SIJ5	unreviewed	A0A812SIJ5_SYMMI	Uncharacterized protein	SMIC04503_LOCUS14529	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	715
UniRef50_A0A812XWE6	A0A812XWE6	unreviewed	A0A812XWE6_9DINO	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)	oxct1 STRI2592_LOCUS37865	Symbiodinium sp. CCMP2592	2571
UniRef50_A0A812XWF7	A0A812UVT5	unreviewed	A0A812UVT5_9DINO	Uncharacterized protein	SMICCKB8_LOCUS16996	Symbiodinium sp. KB8	337
UniRef50_A0A812XWF7	A0A812XWF7	unreviewed	A0A812XWF7_SYMMI	Uncharacterized protein	SMIC04503_LOCUS25079	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	392
UniRef50_A0A812XWQ6	A0A812XWQ6	unreviewed	A0A812XWQ6_9DINO	AsnS protein	asnS STRI2592_LOCUS37722	Symbiodinium sp. CCMP2592	467
UniRef50_A0A812XWS8	A0A812XWS8	unreviewed	A0A812XWS8_9DINO	YdbL protein	ydbL SNEC2469_LOCUS21685	Symbiodinium necroappetens	1079
UniRef50_A0A812XX18	A0A812XX18	unreviewed	A0A812XX18_9DINO	RE1 protein	RE1 STRI2592_LOCUS37551	Symbiodinium sp. CCMP2592	3224
UniRef50_A0A812XX51	A0A812XX51	unreviewed	A0A812XX51_9DINO	Major facilitator superfamily (MFS) profile domain-containing protein	SMICCKB8_LOCUS20892	Symbiodinium sp. KB8	794
UniRef50_A0A812XX95	A0A812WB81	unreviewed	A0A812WB81_9DINO	RluD protein	rluD SLIN2456_LOCUS24008	Symbiodinium sp. CCMP2456	1021
UniRef50_A0A812XX95	A0A813CFK6	unreviewed	A0A813CFK6_9DINO	RluD protein	rluD SNEC2469_LOCUS34703	Symbiodinium necroappetens	997
UniRef50_A0A812XX95	A0A812P691	unreviewed	A0A812P691_9DINO	RluD protein	rluD SMICCKB8_LOCUS11262	Symbiodinium sp. KB8	961
UniRef50_A0A812XX95	A0A1Q9D3K1	unreviewed	A0A1Q9D3K1_SYMMI	Ribosomal large subunit pseudouridine synthase D	rluD AK812_SmicGene28746	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	961
UniRef50_A0A812XX95	A0A812NW69	unreviewed	A0A812NW69_SYMMI	RluD protein	rluD SMIC04503_LOCUS8796	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	997
UniRef50_A0A812XX95	A0A812XX95	unreviewed	A0A812XX95_9DINO	RluC protein	rluC STRI2592_LOCUS37406	Symbiodinium sp. CCMP2592	1075
UniRef50_A0A812XX95	A0A812RRA8	unreviewed	A0A812RRA8_9DINO	RluD protein	rluD SNAT2548_LOCUS24657	Symbiodinium natans	1013
UniRef50_A0A812XXF3	A0A812XXF3	unreviewed	A0A812XXF3_SYMPI	Calmodulin	Scn11a SPIL2461_LOCUS21554	Symbiodinium pilosum (Dinoflagellate)	378
UniRef50_A0A812XXF3	A0A812JGD5	unreviewed	A0A812JGD5_9DINO	Calmodulin	Kif21a STRI2592_LOCUS5998	Symbiodinium sp. CCMP2592	445
UniRef50_A0A812XXH2	A0A812XXH2	unreviewed	A0A812XXH2_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNEC2469_LOCUS22047	Symbiodinium necroappetens	673
UniRef50_A0A812XXY6	A0A812XXY6	unreviewed	A0A812XXY6_SYMMI	RhaB protein	rhaB SMIC04503_LOCUS24867	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	501
UniRef50_A0A812XY06	A0A812XY06	unreviewed	A0A812XY06_9DINO	HepT protein	hepT STRI2592_LOCUS37833	Symbiodinium sp. CCMP2592	623
